gid	species	contig_ct	vps-I_VIG_ct	vps-II_VIG_ct	rbm_genes
GCA_011440455	Vibrio fluvialis	32	0	4	
GCA_011754395	Vibrio vulnificus	3	0	4	
GCA_011801415	Vibrio alginolyticus	2	3	4	
GCA_011801435	Vibrio alginolyticus	2	0	4	
GCA_011801455	Vibrio diabolicus	2	0	4	
GCA_011806485	Vibrio sp014596725	193	0	4	
GCA_011806535	Vibrio campbellii	459	0	4	
GCA_012151155	Vibrio diabolicus	2	0	4	
GCA_012151295	Vibrio diabolicus	2	0	4	
GCA_012151455	Vibrio diabolicus	2	0	4	
GCA_012151595	Vibrio diabolicus	2	0	4	
GCA_012274865	Vibrio parahaemolyticus	2	3	4	
GCA_012274885	Vibrio navarrensis	2	1	2	
GCA_012274905	Vibrio furnissii	2	0	4	
GCA_012274925	Vibrio fluvialis	2	0	4	
GCA_012274945	Vibrio fluvialis	2	0	4	
GCA_012274965	Vibrio alginolyticus	2	0	4	
GCA_012274985	Vibrio parahaemolyticus	2	0	4	
GCA_012275005	Vibrio parahaemolyticus	2	0	4	
GCA_012275025	Vibrio fluvialis	2	0	4	
GCA_012275045	Vibrio vulnificus	2	0	4	
GCA_012275065	Vibrio navarrensis	3	0	0	
GCA_012275085	Vibrio harveyi	2	0	4	
GCA_012275125	Vibrio fluvialis	2	0	4	
GCA_012275705	Vibrio diabolicus	67	0	4	
GCA_012276655	Vibrio parahaemolyticus	194	0	4	
GCA_012845845	Vibrio parahaemolyticus	92	0	4	
GCA_012933485	Vibrio breoganii	91	0	0	
GCA_012952195	Vibrio breoganii	91	0	0	
GCA_012955725	Vibrio parahaemolyticus	1615	0	4	
GCA_012955745	Vibrio parahaemolyticus	1097	0	4	
GCA_012955765	Vibrio parahaemolyticus	927	0	4	
GCA_012956085	Vibrio parahaemolyticus	1262	0	4	
GCA_012956215	Vibrio parahaemolyticus	1154	0	4	
GCA_012956225	Vibrio parahaemolyticus	1572	0	4	
GCA_012956305	Vibrio parahaemolyticus	1716	0	4	
GCA_012956315	Vibrio parahaemolyticus	1008	0	4	
GCA_012956355	Vibrio parahaemolyticus	1097	0	4	
GCA_012956385	Vibrio parahaemolyticus	991	0	4	
GCA_012956405	Vibrio parahaemolyticus	1238	0	4	
GCA_012956425	Vibrio parahaemolyticus	1073	0	4	
GCA_012956445	Vibrio parahaemolyticus	1107	0	4	
GCA_012956505	Vibrio parahaemolyticus	1110	0	4	
GCA_012956535	Vibrio parahaemolyticus	1059	0	4	
GCA_012957025	Vibrio parahaemolyticus	1195	0	4	
GCA_013041605	Vibrio plantisponsor	41	0	4	
GCA_013048495	Vibrio alginolyticus	24	0	4	
GCA_013048515	Vibrio diabolicus	32	0	4	
GCA_013048535	Vibrio alginolyticus	39	0	4	
GCA_013048545	Vibrio alginolyticus	36	0	4	
GCA_013048605	Vibrio alginolyticus	416	0	4	
GCA_013048625	Vibrio diabolicus	67	0	4	
GCA_013048645	Vibrio alginolyticus	36	0	4	
GCA_013048685	Vibrio metschnikovii	134	0	0	
GCA_013048705	Vibrio metschnikovii	81	0	0	
GCA_013085265	Vibrio parahaemolyticus	77	0	4	
GCA_013113845	Vibrio cyclitrophicus	36	0	0	
GCA_013113915	Vibrio rotiferianus	81	0	4	
GCA_013113955	Vibrio alginolyticus	53	0	4	
GCA_013113965	Vibrio cyclitrophicus	44	0	0	
GCA_013114005	Vibrio alginolyticus	86	3	4	
GCA_013114015	Vibrio alginolyticus	95	0	4	
GCA_013114045	Vibrio europaeus	85	2	4	rbmD,rbmEF
GCA_013114115	Vibrio chagasii	88	1	1	
GCA_013114145	Vibrio cyclitrophicus	124	0	0	
GCA_013114165	Vibrio crassostreae	65	0	4	
GCA_013114205	Vibrio crassostreae	141	0	4	
GCA_013114225	Vibrio mediterranei	140	0	0	
GCA_013114235	Vibrio chagasii_A	101	0	0	
GCA_013114245	Vibrio owensii	55	0	4	
GCA_013114285	Vibrio mediterranei	431	2	2	
GCA_013114295	Vibrio rotiferianus	59	0	4	
GCA_013114325	Vibrio kanaloae	76	2	1	
GCA_013114335	Vibrio kanaloae	54	0	0	
GCA_013114355	Vibrio jasicida	93	0	4	
GCA_013114425	Vibrio splendidus	83	0	0	
GCA_013114435	Vibrio splendidus	48	0	0	
GCA_013114445	Vibrio splendidus	62	0	2	rbmD
GCA_013114485	Vibrio splendidus	49	0	2	
GCA_013114515	Vibrio crassostreae_C	86	2	2	
GCA_013114525	Vibrio chagasii	56	2	1	
GCA_013114585	Vibrio chagasii	78	0	0	
GCA_013154935	Vibrio europaeus	3	1	4	rbmEF,rbmD
GCA_013181325	Vibrio fluvialis	2	2	4	
GCA_013332575	Vibrio diabolicus	368	0	4	
GCA_013364395	Vibrio mediterranei	8	0	0	
GCA_013368735	Vibrio alginolyticus	5	0	4	
GCA_013368925	Vibrio diabolicus	51	3	4	
GCA_013369015	Vibrio vulnificus	152	0	4	
GCA_013369285	Vibrio vulnificus	128	0	4	
GCA_013369295	Vibrio natriegens	59	0	4	
GCA_013369315	Vibrio parahaemolyticus	60	0	4	
GCA_013369375	Vibrio vulnificus	147	0	4	
GCA_013369385	Vibrio sp013369385	119	1	4	rbmEF,rbmD
GCA_013373165	Vibrio campbellii	92	0	4	
GCA_013376745	Vibrio pomeroyi	15	0	0	
GCA_013390705	Vibrio parahaemolyticus	454	0	0	
GCA_013391065	Vibrio parahaemolyticus	635	0	4	
GCA_013393845	Vibrio parahaemolyticus	2	0	4	
GCA_013393865	Vibrio parahaemolyticus	2	0	4	
GCA_013393885	Vibrio parahaemolyticus	2	0	4	
GCA_013394185	Vibrio pomeroyi	2	0	0	
GCA_013416885	Vibrio gallaecicus	62	2	1	
GCA_013420895	Vibrio parahaemolyticus	49	0	4	
GCA_013459835	Vibrio owensii	5	0	4	
GCA_014057765	Vibrio parahaemolyticus	38	0	4	
GCA_014057775	Vibrio parahaemolyticus	38	0	4	
GCA_014057805	Vibrio parahaemolyticus	35	0	4	
GCA_014057815	Vibrio parahaemolyticus	38	0	4	
GCA_014057825	Vibrio parahaemolyticus	13	0	4	
GCA_014057865	Vibrio parahaemolyticus	45	0	4	
GCA_014057875	Vibrio parahaemolyticus	40	0	4	
GCA_014057895	Vibrio parahaemolyticus	47	0	4	
GCA_014057915	Vibrio parahaemolyticus	29	0	4	
GCA_014057925	Vibrio parahaemolyticus	44	0	4	
GCA_014083925	Vibrio spartinae	2	1	3	rbmD
GCA_014107515	Vibrio vulnificus	3	2	4	
GCA_014164465	Vibrio splendidus	492	0	0	
GCA_014211935	Vibrio vulnificus	2	0	4	
GCA_014217295	Vibrio parahaemolyticus	5	0	4	
GCA_014267955	Vibrio metschnikovii	78	0	0	
GCA_014267965	Vibrio metschnikovii	65	0	0	
GCA_014274185	Vibrio alginolyticus	2	0	4	
GCA_014305065	Vibrio metschnikovii	84	0	0	
GCA_014305075	Vibrio metschnikovii	79	0	0	
GCA_014305185	Vibrio metschnikovii	72	0	0	
GCA_014396885	Vibrio parahaemolyticus	271	0	4	
GCA_014396905	Vibrio parahaemolyticus	57	0	4	
GCA_014525075	Vibrio harveyi	13	0	4	
GCA_014525115	Vibrio parahaemolyticus	5	0	4	
GCA_014525125	Vibrio vulnificus	7	0	4	
GCA_014525155	Vibrio vulnificus	5	0	4	
GCA_014525195	Vibrio harveyi	3	0	4	
GCA_014525215	Vibrio harveyi	3	0	4	
GCA_014525225	Vibrio parahaemolyticus	3	3	4	
GCA_014525255	Vibrio metschnikovii	3	0	0	
GCA_014525285	Vibrio vulnificus	3	0	4	
GCA_014525355	Vibrio parahaemolyticus	3	2	4	
GCA_014596725	Vibrio sp014596725	143	0	4	
GCA_014694465	Vibrio algicola	215	0	0	
GCA_014705665	Vibrio parahaemolyticus	40	0	4	
GCA_014769095	Vibrio parahaemolyticus	61	0	4	
GCA_014769105	Vibrio campbellii	81	0	4	
GCA_014769135	Vibrio alginolyticus	112	0	4	
GCA_014788305	Vibrio navarrensis	2	0	0	rbmEF
GCA_014833015	Vibrio parahaemolyticus	263	0	4	
GCA_014833025	Vibrio parahaemolyticus	222	0	4	
GCA_014833075	Vibrio parahaemolyticus	204	0	4	
GCA_014833085	Vibrio parahaemolyticus	318	0	4	
GCA_014833115	Vibrio parahaemolyticus	145	0	4	
GCA_014833125	Vibrio parahaemolyticus	391	0	4	
GCA_014836295	Vibrio parahaemolyticus	295	0	4	
GCA_014836305	Vibrio parahaemolyticus	92	0	4	
GCA_014836315	Vibrio parahaemolyticus	120	0	4	
GCA_014878155	Vibrio lentus	169	0	0	rbmD
GCA_014879975	Vibrio bathopelagicus	2	2	2	
GCA_014897125	Vibrio litoralis	171	0	0	rbmD
GCA_014905665	Vibrio navarrensis	183	0	0	
GCA_014905675	Vibrio sp000960595	188	2	2	
GCA_014905705	Vibrio sp000960595	145	0	0	
GCA_014905715	Vibrio sp000960595	210	0	0	
GCA_014905775	Vibrio sp000960595	122	0	0	
GCA_014925445	Vibrio navarrensis	135	0	0	
GCA_014925455	Vibrio navarrensis	154	0	0	
GCA_014925465	Vibrio navarrensis	149	0	0	rbmEF
GCA_014925475	Vibrio navarrensis	175	1	2	
GCA_014925505	Vibrio navarrensis	136	0	0	
GCA_014925545	Vibrio navarrensis	154	0	0	rbmEF
GCA_014925555	Vibrio navarrensis	186	0	0	
GCA_014925575	Vibrio navarrensis	175	0	0	
GCA_014925585	Vibrio navarrensis	213	0	0	
GCA_014925595	Vibrio sp000960595	174	0	0	
GCA_014925645	Vibrio sp000960595	104	0	0	
GCA_014925665	Vibrio navarrensis	82	1	2	
GCA_014925675	Vibrio navarrensis	183	0	0	rbmEF
GCA_015097735	Vibrio nigripulchritudo	6	1	4	
GCA_015160835	Vibrio diabolicus	3	0	4	
GCA_015163535	Vibrio alginolyticus	910	0	4	
GCA_015163545	Vibrio cyclitrophicus	81	0	0	
GCA_015163555	Vibrio splendidus	109	0	0	
GCA_015163595	Vibrio alginolyticus	109	0	4	
GCA_015163615	Vibrio coralliirubri	119	0	4	
GCA_015163635	Vibrio cyclitrophicus	69	0	0	
GCA_015172915	Vibrio parahaemolyticus	3	0	0	rbmEF
GCA_015351355	Vibrio vulnificus	209	0	4	
GCA_015351365	Vibrio vulnificus	367	0	4	
GCA_015351545	Vibrio vulnificus	16	1	4	
GCA_015594925	Vibrio sp002342735	2	2	0	
GCA_015654285	Vibrio europaeus	3	1	4	rbmD,rbmEF
GCA_015680975	Vibrio parahaemolyticus	80	0	4	
GCA_015709045	Vibrio cidicii	198	0	0	
GCA_015709065	Vibrio cidicii	143	0	0	
GCA_015767675	Vibrio sp000960595	3	2	2	
GCA_015779285	Vibrio parahaemolyticus	4	0	4	
GCA_016094295	Vibrio vulnificus	123	2	4	
GCA_016094345	Vibrio navarrensis	151	0	0	
GCA_016094365	Vibrio vulnificus	110	2	4	
GCA_016094395	Vibrio vulnificus	125	2	4	
GCA_016094415	Vibrio vulnificus	125	2	4	
GCA_016094425	Vibrio vulnificus	115	2	4	
GCA_016094435	Vibrio vulnificus	118	2	4	
GCA_016094475	Vibrio vulnificus	116	2	4	
GCA_016094495	Vibrio vulnificus	116	2	4	
GCA_016094505	Vibrio vulnificus	98	2	4	
GCA_016094525	Vibrio vulnificus	97	2	4	
GCA_016094535	Vibrio vulnificus	103	2	4	
GCA_016094575	Vibrio vulnificus	108	2	4	
GCA_016132465	Vibrio parahaemolyticus	4	0	4	
GCA_016132485	Vibrio parahaemolyticus	6	0	4	
GCA_016403045	Vibrio parahaemolyticus	2	0	4	
GCA_016406055	Vibrio chagasii	171	0	0	
GCA_016464085	Vibrio harveyi	614	0	4	
GCA_016464115	Vibrio owensii	207	0	4	
GCA_016464165	Vibrio harveyi	269	0	4	
GCA_016464175	Vibrio owensii	145	0	4	
GCA_016464195	Vibrio owensii	142	0	4	
GCA_016464265	Vibrio owensii	250	5	4	rbmD
GCA_016464285	Vibrio fluvialis	115	0	4	
GCA_016761485	Vibrio fluvialis	76	0	4	
GCA_016761515	Vibrio fluvialis	136	0	4	
GCA_016761535	Vibrio fluvialis	108	0	4	
GCA_016761545	Vibrio fluvialis	140	0	4	
GCA_016761575	Vibrio fluvialis	37	0	4	
GCA_016761595	Vibrio fluvialis	60	0	4	
GCA_016761615	Vibrio fluvialis	112	0	4	
GCA_016761635	Vibrio fluvialis	64	0	4	
GCA_016761655	Vibrio fluvialis	63	0	4	
GCA_016761675	Vibrio fluvialis	82	0	4	
GCA_016761685	Vibrio fluvialis	34	0	4	
GCA_016761715	Vibrio fluvialis	103	0	4	
GCA_016761735	Vibrio fluvialis	21	0	4	
GCA_016761775	Vibrio fluvialis	89	0	4	
GCA_016761815	Vibrio fluvialis	35	0	4	
GCA_016812015	Vibrio diabolicus	4	0	4	
GCA_016822055	Vibrio fluvialis	74	0	4	
GCA_016823165	Vibrio alginolyticus	90	0	4	
GCA_016825335	Vibrio diabolicus	93	0	4	
GCA_016834555	Vibrio parahaemolyticus	2	0	4	
GCA_016920955	Vibrio alginolyticus	2	0	4	
GCA_016937625	Vibrio alginolyticus	47	0	4	
GCA_017161465	Vibrio alginolyticus	2	0	4	
GCA_017290195	Vibrio vulnificus	403	2	4	
GCA_017290475	Vibrio vulnificus	414	0	4	
GCA_017290495	Vibrio vulnificus	493	0	4	rbmEF
GCA_017290675	Vibrio vulnificus	373	0	4	
GCA_017290755	Vibrio vulnificus	282	0	4	
GCA_017291075	Vibrio vulnificus	270	0	4	
GCA_017291135	Vibrio vulnificus	348	0	4	
GCA_017291155	Vibrio vulnificus	352	2	4	
GCA_017291165	Vibrio vulnificus	358	0	4	
GCA_017291175	Vibrio vulnificus	544	0	4	
GCA_017291195	Vibrio vulnificus	447	0	4	
GCA_017291205	Vibrio vulnificus	224	0	4	
GCA_017291255	Vibrio vulnificus	536	0	4	
GCA_017291275	Vibrio vulnificus	400	0	4	
GCA_017291295	Vibrio vulnificus	1507	0	4	
GCA_017291305	Vibrio vulnificus	568	0	4	
GCA_017291335	Vibrio vulnificus	452	0	4	
GCA_017313425	Vibrio alginolyticus	269	0	4	
GCA_017313445	Vibrio alginolyticus	291	0	4	
GCA_017313465	Vibrio furnissii	1778	0	4	
GCA_017313485	Vibrio parahaemolyticus	368	0	4	
GCA_017313505	Vibrio alginolyticus	254	0	4	
GCA_017313525	Vibrio parahaemolyticus	1428	0	4	
GCA_017313545	Vibrio parahaemolyticus	350	0	4	
GCA_017313565	Vibrio parahaemolyticus	748	0	4	
GCA_017313585	Vibrio parahaemolyticus	1094	0	4	
GCA_017313595	Vibrio parahaemolyticus	315	0	4	
GCA_017313625	Vibrio alginolyticus	990	0	4	
GCA_017313645	Vibrio alginolyticus	357	0	4	
GCA_017313655	Vibrio parahaemolyticus	365	0	4	
GCA_017313685	Vibrio parahaemolyticus	242	0	4	
GCA_017313705	Vibrio alginolyticus	264	0	4	
GCA_017313725	Vibrio alginolyticus	510	0	4	
GCA_017313735	Vibrio parahaemolyticus	269	0	4	
GCA_017313825	Vibrio parahaemolyticus	1006	0	4	
GCA_017498045	Vibrio fluvialis	70	0	4	
GCA_017498105	Vibrio fluvialis	64	0	4	
GCA_017498145	Vibrio fluvialis	64	0	4	
GCA_017498155	Vibrio fluvialis	70	0	4	
GCA_017498165	Vibrio fluvialis	65	0	4	
GCA_017498205	Vibrio fluvialis	75	0	4	
GCA_017498215	Vibrio fluvialis	71	0	4	
GCA_017498245	Vibrio fluvialis	66	0	4	
GCA_017498265	Vibrio fluvialis	73	0	4	
GCA_017498285	Vibrio fluvialis	61	0	4	
GCA_017562225	Vibrio parahaemolyticus	61	0	4	
GCA_017562235	Vibrio parahaemolyticus	54	0	4	
GCA_017562285	Vibrio parahaemolyticus	72	0	4	
GCA_017562305	Vibrio parahaemolyticus	60	0	4	
GCA_017562315	Vibrio parahaemolyticus	62	0	4	
GCA_017562335	Vibrio parahaemolyticus	64	0	4	
GCA_017562355	Vibrio parahaemolyticus	75	0	4	
GCA_017562385	Vibrio parahaemolyticus	63	0	4	
GCA_017562405	Vibrio parahaemolyticus	181	0	4	rbmD
GCA_017604085	Vibrio furnissii	2	0	0	
GCA_017604105	Vibrio fluvialis	2	0	4	
GCA_017604225	Vibrio furnissii	2	0	0	
GCA_017604285	Vibrio fluvialis	2	0	4	
GCA_017604305	Vibrio fluvialis	2	0	4	
GCA_017653565	Vibrio splendidus	80	0	0	
GCA_017916495	Vibrio crassostreae	479	2	1	
GCA_017916555	Vibrio crassostreae	173	2	1	
GCA_017916575	Vibrio crassostreae	160	2	1	
GCA_017916595	Vibrio crassostreae	153	2	1	
GCA_017916615	Vibrio crassostreae	177	2	1	
GCA_017916625	Vibrio crassostreae	159	2	1	
GCA_017916635	Vibrio crassostreae	48	0	4	
GCA_017916675	Vibrio crassostreae	71	0	4	
GCA_017916695	Vibrio crassostreae	29	0	4	
GCA_017916715	Vibrio crassostreae	46	0	4	
GCA_017916725	Vibrio crassostreae	37	2	2	
GCA_017916745	Vibrio crassostreae	34	0	4	
GCA_017916775	Vibrio crassostreae	54	0	4	
GCA_017916795	Vibrio crassostreae	42	0	4	
GCA_017916815	Vibrio crassostreae	61	0	0	
GCA_017916825	Vibrio crassostreae	59	0	0	
GCA_017916835	Vibrio crassostreae	39	0	4	
GCA_017916855	Vibrio crassostreae	105	2	1	
GCA_017916895	Vibrio crassostreae	101	2	1	
GCA_017916915	Vibrio crassostreae	107	2	1	
GCA_017916955	Vibrio crassostreae	106	2	1	
GCA_017916965	Vibrio crassostreae	39	0	0	
GCA_017916995	Vibrio crassostreae	45	0	0	
GCA_017917015	Vibrio crassostreae	99	2	1	
GCA_017917035	Vibrio crassostreae	68	0	0	
GCA_017917055	Vibrio crassostreae	61	0	0	
GCA_017917075	Vibrio crassostreae	106	2	1	
GCA_017917095	Vibrio crassostreae	66	2	1	
GCA_017917115	Vibrio crassostreae	67	0	0	
GCA_017917135	Vibrio crassostreae	64	0	0	
GCA_017917145	Vibrio crassostreae	68	2	1	
GCA_017917155	Vibrio crassostreae	59	2	1	
GCA_017917195	Vibrio crassostreae	90	2	1	
GCA_017917215	Vibrio crassostreae	79	2	1	
GCA_017917235	Vibrio crassostreae	59	0	0	
GCA_017917255	Vibrio crassostreae	64	2	1	
GCA_017917275	Vibrio crassostreae	60	0	0	
GCA_017917285	Vibrio crassostreae	83	2	1	
GCA_017917315	Vibrio crassostreae	60	0	0	
GCA_017917325	Vibrio crassostreae	71	0	4	
GCA_017917355	Vibrio crassostreae	99	2	1	
GCA_017917365	Vibrio crassostreae	78	2	1	
GCA_017917395	Vibrio crassostreae	64	0	0	
GCA_017917415	Vibrio crassostreae	43	0	4	
GCA_017917435	Vibrio crassostreae	34	0	4	
GCA_017917455	Vibrio crassostreae	51	0	4	
GCA_017917465	Vibrio crassostreae	92	0	0	
GCA_017917495	Vibrio crassostreae	62	0	0	
GCA_017917505	Vibrio crassostreae	91	2	1	
GCA_017917535	Vibrio crassostreae	61	0	0	
GCA_017917555	Vibrio crassostreae	64	0	0	
GCA_017917575	Vibrio crassostreae	108	2	1	
GCA_017917595	Vibrio crassostreae	110	2	1	
GCA_017917615	Vibrio crassostreae	57	0	0	
GCA_017917635	Vibrio crassostreae	67	0	0	
GCA_017917655	Vibrio crassostreae	68	2	1	
GCA_017917675	Vibrio crassostreae	82	2	1	
GCA_017917695	Vibrio crassostreae	74	2	1	
GCA_017917715	Vibrio crassostreae	70	0	0	
GCA_017917735	Vibrio crassostreae	107	0	0	
GCA_017917755	Vibrio crassostreae	80	2	1	
GCA_017917765	Vibrio crassostreae	109	2	1	
GCA_017917795	Vibrio crassostreae	70	2	1	
GCA_017917815	Vibrio crassostreae	71	2	1	
GCA_017917835	Vibrio crassostreae	70	0	0	
GCA_017917855	Vibrio crassostreae	74	2	1	
GCA_017917875	Vibrio crassostreae	65	0	0	
GCA_017917885	Vibrio crassostreae	72	0	0	
GCA_017917915	Vibrio crassostreae	75	2	1	
GCA_017917925	Vibrio crassostreae	70	0	0	
GCA_017917955	Vibrio crassostreae	64	0	0	
GCA_017917965	Vibrio crassostreae	65	0	0	
GCA_017917995	Vibrio crassostreae	71	2	1	
GCA_017918015	Vibrio crassostreae	82	2	1	
GCA_017918035	Vibrio crassostreae	57	0	0	
GCA_017918055	Vibrio crassostreae	54	0	0	
GCA_017918065	Vibrio crassostreae	86	0	0	
GCA_017918095	Vibrio crassostreae	58	0	0	
GCA_017918175	Vibrio crassostreae	65	0	0	
GCA_017918195	Vibrio crassostreae	81	2	1	
GCA_017918245	Vibrio crassostreae	65	0	0	
GCA_017918265	Vibrio crassostreae	35	0	4	
GCA_018135645	Vibrio parahaemolyticus	2	0	4	
GCA_018140575	Vibrio fluvialis	2	0	4	
GCA_018223135	Vibrio sp018223135	205	2	2	
GCA_018440415	Vibrio crassostreae	181	2	1	
GCA_018440435	Vibrio crassostreae	172	0	0	
GCA_018440465	Vibrio crassostreae	86	0	4	
GCA_018440485	Vibrio crassostreae	219	0	0	
GCA_018440505	Vibrio crassostreae	62	0	4	
GCA_018440525	Vibrio crassostreae	218	0	0	
GCA_018440535	Vibrio crassostreae	77	2	4	
GCA_018440545	Vibrio crassostreae	264	0	0	
GCA_018440585	Vibrio crassostreae	78	2	1	
GCA_018457365	Vibrio alginolyticus	140	3	4	
GCA_018457385	Vibrio alginolyticus	144	3	4	
GCA_018457405	Vibrio alginolyticus	102	2	4	
GCA_018457415	Vibrio alginolyticus	98	0	4	
GCA_018457425	Vibrio alginolyticus	61	0	4	
GCA_018457465	Vibrio alginolyticus	71	0	4	
GCA_018457485	Vibrio alginolyticus	102	3	4	
GCA_018457505	Vibrio alginolyticus	113	0	4	
GCA_018457525	Vibrio alginolyticus	81	0	4	
GCA_018457545	Vibrio alginolyticus	118	0	4	
GCA_018457565	Vibrio alginolyticus	91	0	4	rbmEF
GCA_018457585	Vibrio alginolyticus	72	0	4	
GCA_018457595	Vibrio alginolyticus	83	3	4	
GCA_018457625	Vibrio alginolyticus	89	3	4	
GCA_018457635	Vibrio alginolyticus	69	0	4	
GCA_018457665	Vibrio alginolyticus	84	3	4	
GCA_018457685	Vibrio alginolyticus	90	0	4	
GCA_018457705	Vibrio alginolyticus	78	0	4	
GCA_018457725	Vibrio alginolyticus	76	0	4	
GCA_018457745	Vibrio alginolyticus	78	0	4	
GCA_018457755	Vibrio alginolyticus	63	3	4	
GCA_018457785	Vibrio alginolyticus	138	0	4	
GCA_018457805	Vibrio alginolyticus	75	0	4	
GCA_018457825	Vibrio alginolyticus	87	0	4	
GCA_018457845	Vibrio alginolyticus	69	3	4	
GCA_018457855	Vibrio alginolyticus	82	3	4	
GCA_018457885	Vibrio alginolyticus	114	1	4	rbmEF
GCA_018457905	Vibrio alginolyticus	79	0	4	
GCA_018457925	Vibrio alginolyticus	107	0	4	
GCA_018457935	Vibrio alginolyticus	81	0	4	
GCA_018457965	Vibrio alginolyticus	66	0	4	
GCA_018457985	Vibrio alginolyticus	82	0	4	
GCA_018458005	Vibrio alginolyticus	112	0	4	
GCA_018458025	Vibrio alginolyticus	87	3	4	
GCA_018458035	Vibrio alginolyticus	85	0	4	
GCA_018458065	Vibrio alginolyticus	114	0	4	
GCA_018458085	Vibrio alginolyticus	158	0	4	
GCA_018458105	Vibrio alginolyticus	85	0	4	
GCA_018458125	Vibrio alginolyticus	82	2	4	
GCA_018458145	Vibrio alginolyticus	130	0	4	
GCA_018458165	Vibrio alginolyticus	72	0	4	
GCA_018458185	Vibrio alginolyticus	99	0	4	
GCA_018458205	Vibrio alginolyticus	78	0	4	
GCA_018458215	Vibrio alginolyticus	121	0	4	
GCA_018458225	Vibrio alginolyticus	138	0	4	
GCA_018458265	Vibrio alginolyticus	79	0	4	
GCA_018458285	Vibrio alginolyticus	90	3	4	
GCA_018458305	Vibrio alginolyticus	129	3	4	
GCA_018458325	Vibrio alginolyticus	75	0	4	
GCA_018458345	Vibrio alginolyticus	71	0	4	
GCA_018458355	Vibrio alginolyticus	66	0	4	
GCA_018458385	Vibrio alginolyticus	105	0	4	
GCA_018458405	Vibrio alginolyticus	102	0	4	
GCA_018458425	Vibrio alginolyticus	85	0	4	
GCA_018458445	Vibrio alginolyticus	84	0	4	
GCA_018458465	Vibrio alginolyticus	93	3	4	
GCA_018458485	Vibrio alginolyticus	117	0	4	
GCA_018458505	Vibrio alginolyticus	79	0	4	
GCA_018458525	Vibrio alginolyticus	96	0	4	
GCA_018458545	Vibrio alginolyticus	55	0	4	
GCA_018458565	Vibrio alginolyticus	99	0	4	
GCA_018458585	Vibrio alginolyticus	101	3	4	
GCA_018458595	Vibrio alginolyticus	69	0	4	
GCA_018458625	Vibrio alginolyticus	69	3	4	
GCA_018458635	Vibrio alginolyticus	110	0	4	
GCA_018458665	Vibrio alginolyticus	72	0	4	
GCA_018458675	Vibrio alginolyticus	97	0	4	
GCA_018458705	Vibrio alginolyticus	130	0	4	
GCA_018475705	Vibrio campbellii	390	0	4	
GCA_018475725	Vibrio campbellii	396	0	4	
GCA_018475745	Vibrio campbellii	388	0	4	
GCA_018475765	Vibrio campbellii	383	0	4	
GCA_018475785	Vibrio campbellii	385	0	4	
GCA_018475805	Vibrio campbellii	393	0	4	
GCA_018475825	Vibrio campbellii	393	0	4	
GCA_018475845	Vibrio campbellii	389	0	4	
GCA_018475865	Vibrio campbellii	384	0	4	
GCA_018475885	Vibrio campbellii	389	0	4	
GCA_018475905	Vibrio campbellii	409	0	4	
GCA_018475915	Vibrio campbellii	385	0	4	
GCA_018475935	Vibrio campbellii	390	0	4	
GCA_018475965	Vibrio campbellii	389	0	4	
GCA_018475985	Vibrio campbellii	392	0	4	
GCA_018476005	Vibrio campbellii	391	0	4	
GCA_018476025	Vibrio campbellii	389	0	4	
GCA_018476045	Vibrio campbellii	392	0	4	
GCA_018476055	Vibrio campbellii	386	0	4	
GCA_018476065	Vibrio campbellii	395	0	4	
GCA_018476105	Vibrio campbellii	389	0	4	
GCA_018476125	Vibrio campbellii	388	0	4	
GCA_018476145	Vibrio campbellii	396	0	4	
GCA_018476155	Vibrio campbellii	401	0	4	
GCA_018476185	Vibrio campbellii	399	0	4	
GCA_018476195	Vibrio campbellii	395	0	4	
GCA_018476225	Vibrio campbellii	396	0	4	
GCA_018476245	Vibrio campbellii	391	0	4	
GCA_018476255	Vibrio campbellii	399	0	4	
GCA_018476265	Vibrio campbellii	395	0	4	
GCA_018476305	Vibrio campbellii	388	0	4	
GCA_018476325	Vibrio campbellii	401	0	4	
GCA_018476345	Vibrio campbellii	388	0	4	
GCA_018476365	Vibrio campbellii	390	0	4	
GCA_018476375	Vibrio campbellii	393	0	4	
GCA_018476385	Vibrio campbellii	389	0	4	
GCA_018476425	Vibrio campbellii	492	0	4	
GCA_018476465	Vibrio campbellii	708	0	4	
GCA_018476475	Vibrio campbellii	763	0	4	
GCA_018682735	Vibrio gigantis	56	2	1	
GCA_018729395	Vibrio splendidus	135	0	0	
GCA_018779775	Vibrio alginolyticus	68	3	4	
GCA_018779785	Vibrio alginolyticus	68	3	4	
GCA_018779825	Vibrio alginolyticus	68	3	4	
GCA_018779845	Vibrio alginolyticus	68	2	4	
GCA_018779865	Vibrio alginolyticus	68	3	4	
GCA_018779875	Vibrio alginolyticus	68	2	4	
GCA_018779895	Vibrio alginolyticus	68	3	4	
GCA_018779915	Vibrio alginolyticus	68	3	4	
GCA_018799025	Vibrio parahaemolyticus	2	0	4	
GCA_018831165	Vibrio alginolyticus	70	0	4	
GCA_018860405	Vibrio splendidus	53	0	0	
GCA_018860465	Vibrio cyclitrophicus	33	0	0	
GCA_019091655	Vibrio metschnikovii	73	0	0	
GCA_019091705	Vibrio metschnikovii	77	0	0	
GCA_019091765	Vibrio metschnikovii	67	0	0	
GCA_019091775	Vibrio metschnikovii	87	0	0	
